Date,Artist,Song,Rank,Year,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_list,artist_norm_track,artist_canon,name_norm
1974-11-13,Stevie Wonder,Boogie On Reggae Woman,62,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-11-20,The Rolling Stones,Ain't Too Proud To Beg,33,1974,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1974-11-20,Elton John,The Bitch Is Back,44,1974,40tnCfx2mTtHozyaRDcYC5,The Bitch Is Back,59.0,224933.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1974-06-28,0.586,0.86,1.0,-6.752,1.0,0.0584,0.0372,0.00109,0.1,0.943,132.865,4.0,Elton John,elton john,elton john,the bitch is back
1974-11-20,Stevie Wonder,You Haven't Done Nothin,45,1974,1inwt0v9a4ib9yS6Y4KsdM,You Haven't Done Nothin',51.0,202707.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1974-07-22,0.749,0.641,10.0,-10.06,0.0,0.0356,0.296,0.000104,0.501,0.841,101.467,4.0,Stevie Wonder,stevie wonder,stevie wonder,you haven t done nothin
1974-11-20,Stevie Wonder,Boogie On Reggae Woman,51,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-11-27,The Rolling Stones,Ain't Too Proud To Beg,27,1974,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1974-11-27,Stevie Wonder,Boogie On Reggae Woman,38,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-11-27,Elton John,Lucy In The Sky With Diamonds,48,1974,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1974-11-27,Stevie Wonder,You Haven't Done Nothin,65,1974,1inwt0v9a4ib9yS6Y4KsdM,You Haven't Done Nothin',51.0,202707.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1974-07-22,0.749,0.641,10.0,-10.06,0.0,0.0356,0.296,0.000104,0.501,0.841,101.467,4.0,Stevie Wonder,stevie wonder,stevie wonder,you haven t done nothin
1974-11-27,Elton John,The Bitch Is Back,72,1974,40tnCfx2mTtHozyaRDcYC5,The Bitch Is Back,59.0,224933.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1974-06-28,0.586,0.86,1.0,-6.752,1.0,0.0584,0.0372,0.00109,0.1,0.943,132.865,4.0,Elton John,elton john,elton john,the bitch is back
1974-12-04,The Rolling Stones,Ain't Too Proud To Beg,21,1974,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1974-12-04,Stevie Wonder,Boogie On Reggae Woman,27,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-12-04,Elton John,Lucy In The Sky With Diamonds,36,1974,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1974-12-04,Elton John,The Bitch Is Back,78,1974,40tnCfx2mTtHozyaRDcYC5,The Bitch Is Back,59.0,224933.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1974-06-28,0.586,0.86,1.0,-6.752,1.0,0.0584,0.0372,0.00109,0.1,0.943,132.865,4.0,Elton John,elton john,elton john,the bitch is back
1974-12-04,Stevie Wonder,You Haven't Done Nothin,93,1974,1inwt0v9a4ib9yS6Y4KsdM,You Haven't Done Nothin',51.0,202707.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1974-07-22,0.749,0.641,10.0,-10.06,0.0,0.0356,0.296,0.000104,0.501,0.841,101.467,4.0,Stevie Wonder,stevie wonder,stevie wonder,you haven t done nothin
1974-12-11,Elton John,Lucy In The Sky With Diamonds,9,1974,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1974-12-11,The Rolling Stones,Ain't Too Proud To Beg,17,1974,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1974-12-11,Stevie Wonder,Boogie On Reggae Woman,23,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-12-18,Elton John,Lucy In The Sky With Diamonds,6,1974,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1974-12-18,Stevie Wonder,Boogie On Reggae Woman,13,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-12-18,The Rolling Stones,Ain't Too Proud To Beg,17,1974,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1974-12-25,Elton John,Lucy In The Sky With Diamonds,2,1974,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1974-12-25,Stevie Wonder,Boogie On Reggae Woman,10,1974,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1974-12-25,The Rolling Stones,Ain't Too Proud To Beg,31,1974,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1975-01-01,Elton John,Lucy In The Sky With Diamonds,1,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-01-01,Stevie Wonder,Boogie On Reggae Woman,8,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-01-01,The Rolling Stones,Ain't Too Proud To Beg,42,1975,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1975-01-08,Elton John,Lucy In The Sky With Diamonds,1,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-01-08,Stevie Wonder,Boogie On Reggae Woman,7,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-01-08,The Rolling Stones,Ain't Too Proud To Beg,57,1975,657o30OsXhfnfi3IoWHprm,Ain't Too Proud To Beg - Remastered,38.0,210560.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1974-10-18,0.588,0.906,4.0,-4.613,1.0,0.0441,0.686,0.0973,0.425,0.889,128.641,4.0,The Rolling Stones,rolling stones,rolling stones,ain t too proud to beg
1975-01-15,Elton John,Lucy In The Sky With Diamonds,5,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-01-15,Stevie Wonder,Boogie On Reggae Woman,6,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-01-22,Stevie Wonder,Boogie On Reggae Woman,5,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-01-22,Elton John,Lucy In The Sky With Diamonds,11,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-01-29,Stevie Wonder,Boogie On Reggae Woman,3,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-01-29,Elton John,Lucy In The Sky With Diamonds,20,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-02-05,Stevie Wonder,Boogie On Reggae Woman,3,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-02-05,Elton John,Lucy In The Sky With Diamonds,32,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-02-12,Stevie Wonder,Boogie On Reggae Woman,8,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-02-12,Elton John,Lucy In The Sky With Diamonds,41,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-02-19,Stevie Wonder,Boogie On Reggae Woman,22,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-02-19,Elton John,Lucy In The Sky With Diamonds,52,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-02-26,Stevie Wonder,Boogie On Reggae Woman,35,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-02-26,Elton John,Lucy In The Sky With Diamonds,71,1975,13JsYnkF16pHKuOFG6uI1C,Lucy In The Sky With Diamonds,56.0,377573.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.392,0.566,0.0,-8.127,1.0,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4.0,Elton John,elton john,elton john,lucy in the sky with diamonds
1975-02-26,Michael Jackson,We're Almost There,89,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-03-05,Stevie Wonder,Boogie On Reggae Woman,50,1975,1xTfQiHbhB2Bj2B9dlAojb,Boogie On Reggae Woman,51.0,313267.0,0.0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.876,0.708,1.0,-11.405,1.0,0.052,0.205,0.074,0.0671,0.643,106.916,4.0,Stevie Wonder,stevie wonder,stevie wonder,boogie on reggae woman
1975-03-05,Michael Jackson,We're Almost There,78,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-03-12,Michael Jackson,We're Almost There,68,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-03-19,Michael Jackson,We're Almost There,58,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-03-26,Michael Jackson,We're Almost There,58,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-04-02,Michael Jackson,We're Almost There,54,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-04-09,Michael Jackson,We're Almost There,57,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-04-16,Michael Jackson,We're Almost There,73,1975,271PfBUXOXoQCcBgvxTqSF,We're Almost There,32.0,222400.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.569,0.673,11.0,-12.955,1.0,0.0638,0.0851,2.91e-06,0.647,0.803,93.575,4.0,Michael Jackson,jackson michael,jackson michael,we re almost there
1975-06-04,Michael Jackson,Just A Little Bit Of You,90,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-06-11,Michael Jackson,Just A Little Bit Of You,79,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-06-11,The Rolling Stones,I Don't Know Why,84,1975,4Fo647WpC9gj1BadFxCgKI,I Don't Know Why (Aka Don't Know Why I Love You),26.0,180600.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1975-06-06,0.272,0.553,1.0,-10.031,1.0,0.0543,0.345,0.00103,0.239,0.178,188.313,4.0,The Rolling Stones,rolling stones,rolling stones,i don t know why
1975-06-18,Michael Jackson,Just A Little Bit Of You,69,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-06-18,The Rolling Stones,I Don't Know Why,74,1975,4Fo647WpC9gj1BadFxCgKI,I Don't Know Why (Aka Don't Know Why I Love You),26.0,180600.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1975-06-06,0.272,0.553,1.0,-10.031,1.0,0.0543,0.345,0.00103,0.239,0.178,188.313,4.0,The Rolling Stones,rolling stones,rolling stones,i don t know why
1975-06-25,Michael Jackson,Just A Little Bit Of You,59,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-06-25,The Rolling Stones,I Don't Know Why,62,1975,4Fo647WpC9gj1BadFxCgKI,I Don't Know Why (Aka Don't Know Why I Love You),26.0,180600.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1975-06-06,0.272,0.553,1.0,-10.031,1.0,0.0543,0.345,0.00103,0.239,0.178,188.313,4.0,The Rolling Stones,rolling stones,rolling stones,i don t know why
1975-07-02,Michael Jackson,Just A Little Bit Of You,49,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-07-02,Elton John,Someone Saved My Life Tonight,51,1975,0bLOiofyBB62YU2cNnONJG,Someone Saved My Life Tonight,55.0,404933.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.457,0.428,1.0,-9.796,1.0,0.0283,0.329,2.21e-06,0.169,0.151,129.98,4.0,Elton John,elton john,elton john,someone saved my life tonight
1975-07-02,The Rolling Stones,I Don't Know Why,52,1975,4Fo647WpC9gj1BadFxCgKI,I Don't Know Why (Aka Don't Know Why I Love You),26.0,180600.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1975-06-06,0.272,0.553,1.0,-10.031,1.0,0.0543,0.345,0.00103,0.239,0.178,188.313,4.0,The Rolling Stones,rolling stones,rolling stones,i don t know why
1975-07-09,Elton John,Someone Saved My Life Tonight,25,1975,0bLOiofyBB62YU2cNnONJG,Someone Saved My Life Tonight,55.0,404933.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.457,0.428,1.0,-9.796,1.0,0.0283,0.329,2.21e-06,0.169,0.151,129.98,4.0,Elton John,elton john,elton john,someone saved my life tonight
1975-07-09,Michael Jackson,Just A Little Bit Of You,38,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-07-09,The Rolling Stones,I Don't Know Why,42,1975,4Fo647WpC9gj1BadFxCgKI,I Don't Know Why (Aka Don't Know Why I Love You),26.0,180600.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1975-06-06,0.272,0.553,1.0,-10.031,1.0,0.0543,0.345,0.00103,0.239,0.178,188.313,4.0,The Rolling Stones,rolling stones,rolling stones,i don t know why
1975-07-16,Elton John,Someone Saved My Life Tonight,15,1975,0bLOiofyBB62YU2cNnONJG,Someone Saved My Life Tonight,55.0,404933.0,0.0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1975-05-19,0.457,0.428,1.0,-9.796,1.0,0.0283,0.329,2.21e-06,0.169,0.151,129.98,4.0,Elton John,elton john,elton john,someone saved my life tonight
1975-07-16,Michael Jackson,Just A Little Bit Of You,34,1975,12ce8QZpW9GdN5rf0H8JlX,Just A Little Bit Of You,26.0,190800.0,0.0,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],1975-01-16,0.758,0.604,8.0,-12.52,1.0,0.0366,0.485,0.0,0.469,0.95,110.252,4.0,Michael Jackson,jackson michael,jackson michael,just a little bit of you
1975-07-16,The Rolling Stones,I Don't Know Why,42,1975,4Fo647WpC9gj1BadFxCgKI,I Don't Know Why (Aka Don't Know Why I Love You),26.0,180600.0,0.0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],1975-06-06,0.272,0.553,1.0,-10.031,1.0,0.0543,0.345,0.00103,0.239,0.178,188.313,4.0,The Rolling Stones,rolling stones,rolling stones,i don t know why
